message,is_flight_intent
 i'm flying from boston to the bay area,1
 show all flights and fares from denver to san francisco,1
 is there an afternoon flight from charlotte to minneapolis around 2 pm,1
 show me the continental flights leaving chicago early saturday morning,1
 what is the earliest flight between logan and bwi,1
 what is the ground transportation between airport and baltimore,0
 show flights from pittsburgh into san francisco,1
 information on flights from denver to philadelphia,1
 what is the earliest american airlines flight leaving philadelphia for dallas,1
 does any airline have an early afternoon flight from boston to pittsburgh,0
 display all flights from dallas to boston on july thirtieth,1
 list nonstop flights from houston to dallas which arrive after 8 pm,1
 i need to go to san diego from toronto but i want to stopover in denver,1
 show me the morning flights from boston to philadelphia,1
 an early flight on wednesday morning from baltimore to newark,1
 what flights are there from memphis to las vegas,1
 what flights from washington to toronto,1
 find a flight from charlotte to las vegas that stop in st. louis that serve dinner and i want to find the airline for this flight,1
 what's the earliest flight from san jose to houston,1
 how much does flight dl 402 from denver to philadelphia cost,0
 what is the last flight of the day to leave baltimore for boston,1
 show me airlines with flights from pittsburgh to boston please,0
 first class from detroit to st. petersburg,1
 i want to go from san francisco to denver,1
 find the earliest flight from boston to san francisco that serves a meal,1
 find travel arrangements for a round trip flight from dallas to pittsburgh,1
 show me flights from milwaukee to orlando on wednesday night or thursday morning,1
 does dl stand for delta,0
 list all flights leaving denver on continental on sunday after 2134,1
 listing of all first class flights from washington to san francisco,1
 give me nonstop flights from new york city to las vegas,1
 i'd like to book a flight from denver to pittsburgh and i'd like to go on eastern airlines,1
 show me the flights on friday from newark to tampa,1
 flights from pittsburgh to baltimore between 10 am and 2 pm,1
 what is the schedule of flights from boston to denver next monday,1
 show me all direct flights from san francisco to boston departing before noon,1
 what are all the available meals,0
 show me the cheapest flight on june fourteenth arriving in baltimore starting from dallas,1
 i need a flight from san francisco to boston that leaves after 7 am,1
 from philadelphia to toronto,1
 what is the cheapest fare from washington to san francisco,0
 what flights are there from new york city to las vegas,1
 what is the first flight from boston to atlanta,1
 please give me flight schedules from baltimore to philadelphia,1
 what flights from kansas city to denver after 845 in the morning,1
 what is the ground transportation from boston airport to boston downtown,0
 from los angeles to phoenix on a friday,1
 dallas to oakland monday,1
 all flights from boston to washington dc on november eleventh,1
 could you please find me a nonstop flight from atlanta to baltimore on a boeing 757 arriving at 7 pm,1
 what are the flights available in the morning between boston and denver,1
 ground transportation in dallas and boston,0
 what flights are available from atlanta to oakland with one way economy fares,1
 do you have a flight from atlanta to boston that will stop in washington,1
 i live in denver and i'd like to make a trip to atlanta,1
 show me the united flights from denver to baltimore,1
 is bwi washington,0
 list the flights from new york to miami on a tuesday which are nonstop and cost less than 466 dollars,1
 i would like to fly from denver to boston,1
 what flights do you have leaving denver and arriving in san francisco,1
 what airlines fly from philadelphia to san francisco,0
 i would like a flight on continental airlines on august twentieth from washington to pittsburgh,1
 show me the dinner flights from baltimore to oakland,1
 show me the last flight on wednesday from atlanta to denver,1
 i would like to make a round trip between washington and san francisco,1
 how much is the cheapest flight from denver to pittsburgh with a stop in atlanta,0
 what does ord mean,0
 what are connecting flights from chicago to seattle on june first,1
 how about april twenty seventh denver to washington,1
 what flights go from boston to dallas,1
 what is sa,0
 can you show me what fares are available from oakland to dallas on december sixteenth one way only,0
 show me the round trip tickets from baltimore to atlanta,0
 please show me the flights from denver to baltimore between 10 am and 2 pm,1
 i need a late flight from san francisco to boston on wednesday,1
 i'd like to go from boston to san francisco,1
 i need a flight from baltimore to dallas tomorrow morning,1
 what're the cheapest nonstop flights from new york to miami one way,1
 list all flights from orlando to kansas city then to minneapolis,1
